country_code,female,age,educ,inc_q,urbanicity,account_mob,dig_account,anydigpayment,internet_use,wgt,mmpi_2023,reg_index,reg_cons_prot,reg_kyc_prop,reg_entry_lim,reg_max_lim,reg_agent_el,num_providers,earliest_launch
KEN,2,37,2.0,3,1,1,1,1,1,0.528312019920537,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,43,2.0,4,2,1,1,1,1,1.17796005529648,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,16,2.0,2,1,1,1,1,1,0.705311905577809,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,50,2.0,1,1,1,1,1,0,1.26777859263537,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,31,2.0,1,1,1,1,1,1,0.331404980501671,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,20,2.0,5,1,1,1,1,1,0.42211873948282,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,22,2.0,5,1,1,1,1,1,0.331404980501671,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,20,2.0,5,1,1,1,1,1,0.422118739482819,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,20,2.0,3,1,1,1,1,1,0.371156509279664,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,25,2.0,5,2,1,1,1,1,0.551220956620822,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,25,2.0,2,2,1,1,1,0,0.965058554613489,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,38,2.0,3,1,1,1,1,1,1.11898439431864,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,24,2.0,5,1,1,1,1,1,0.508411922115386,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,56,1.0,4,1,1,1,1,0,1.15557441042328,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,30,2.0,2,1,1,1,1,0,0.815404185694013,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,1,18,2.0,4,1,0,0,0,0,0.802639150678132,Very high,88.0,100.0,0,100,100,100,4,2007
KEN,2,22,2.0,5,1,1,1,1,1,0.331404980501671,Very high,88.0,100.0,0,100,100,100,4,2007
