"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32"
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,152875534,0.696334571217153,2,38,1,2,1,2,0,0,0,0,1,1,4,4,4,4,0,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,1,,,,,2,2,,2,,2,2,2,2,1,,,2,5,1,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,2,2,,,,,,,,,2,2,,,,,,,,2,,,,,,7,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,206969380,0.85229518038537,1,28,2,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,2,2,,2,2,1,2,,,,,,,,,,,3,1,1,2,2,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,1,2,1,2,1,,,,2,1,2,2,,,,1,2,,2,1,1,1,1,2,1,1,1,1,2,1,,,1,2,2,1,,,2,2,,1,2,1,2,,,1,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,2,2,1,1,2,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,147680812,1.01674390667438,2,18,2,1,2,1,0,1,1,1,0,0,4,3,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,4,1,2,1,1,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,1,2,,2,1,2,,2,,1,1,2,2,,,,,2,,,,,,,,,1,2,2,2,2,2,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,1,,2,4,2,1,,1,1,1,1,1,2,,2,2,2,,,,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,162181241,1.01682384423077,2,17,2,1,2,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,0,2,1,1,1,2,2,1,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,155934938,0.371156509279664,1,23,2,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,1,,1,1,1,2,,,,,,,,,,,1,1,3,1,2,1,1,,,,,,,,1,1,2,2,2,2,,1,2,,2,2,1,,2,2,2,,,,2,3,4,2,,,,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,,,1,1,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,1,,1,1,1,2,1,1,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,174809450,0.482529277306745,1,26,2,1,2,2,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,3,,2,,,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,116007668,2.29567209929447,1,54,1,2,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,2,1,2,2,,1,2,1,2,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,2,1,1,2,1,1,,1,1,1,2,1,1,1,2,2,1,,,,4,2,2,2,,,,1,1,1,,1,2,,1,1,1,1,2,1,2,1,,,1,1,1,2,,,1,1,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,1,2,1,,1,1,1,,2,1,1,1,2,2,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,177949423,0.802639150678132,1,21,2,4,2,1,0,1,1,1,0,1,4,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,2,,2,2,2,,,2,2,1,2,2,,,,2,1,2,,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,1,2,1,,1,1,1,,2,2,1,2,1,2,2,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,197511545,0.371156509279664,1,23,2,5,2,1,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,,,,,,,,1,1,1,2,1,1,,2,2,,2,2,1,2,1,2,1,,,,2,1,3,2,,,,1,1,1,,1,1,2,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,137448466,0.473341741850178,1,25,1,2,2,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,2,,1,2,1,,,1,5,1,4,2,,,,1,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,1,1,1,,2,,,2,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,146073122,0.99496431139705,1,23,2,2,1,1,1,1,1,1,1,0,4,1,4,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,,,,,,,,2,2,2,,,,2,2,1,2,2,1,1,,1,1,1,,,,2,3,4,1,1,2,1,1,1,2,,1,1,2,2,,2,,2,1,1,1,,,2,,,,,,,,,1,2,2,1,,,2,2,,1,1,2,,,1,5,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,2,1,2,,1,1,1,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,179356916,0.900702768847399,2,48,1,5,1,1,0,0,0,0,0,0,2,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,2,4,2,,,,,,,,,,,1,2,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,1,1,2,1,1,97,1,2,2,8,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,148128713,0.720892411762702,1,20,2,4,2,1,0,1,1,1,1,0,4,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,1,2,2,,,2,1,1,4,2,,,,2,1,1,,1,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,133050055,1.16720467091045,1,16,2,2,2,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,4,2,3,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,2,2,2,2,1,2,2,5,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,203597324,0.530024157109238,2,30,3,5,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,1,1,1,,1,2,1,1,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,,2,2,,2,2,1,1,2,2,1,1,1,,2,2,1,2,,,,1,1,1,,1,1,3,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,143763740,1.12261076419639,1,26,2,3,1,1,1,1,1,1,1,1,4,4,4,4,1,1,3,1,2,1,1,1,1,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,1,1,,,,,,,,2,1,2,2,2,1,,2,2,,2,2,1,,1,1,1,,,,2,1,2,2,,,,1,1,1,,1,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,202179413,0.331404980501671,1,44,2,5,2,1,1,1,1,1,0,1,4,4,4,4,1,4,1,1,2,2,2,4,3,2,2,2,2,2,,,,,,,,,,,3,3,3,2,2,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,2,2,2,2,2,,,2,2,1,2,2,,,,1,1,2,,1,2,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,2,2,1,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,145527971,0.570480834052637,1,34,1,2,1,1,0,1,1,1,1,1,4,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,2,,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,1,2,1,,,,4,1,2,2,,,,1,1,1,,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,2,2,,2,2,1,3,1,3,,2,2,2,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,136014563,0.742313018559329,1,24,2,3,1,1,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,3,1,1,1,2,1,1,,,,,,,,2,1,2,2,2,2,,2,1,1,2,2,1,,2,1,2,,,,2,2,2,2,,,,1,1,1,,1,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,2,,2,1,1,2,1,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,200034691,1.0545146831711,1,30,1,3,1,1,1,1,1,1,1,1,4,4,4,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,2,3,1,1,1,2,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,2,2,2,2,1,,,2,5,3,4,2,,,,1,1,1,,2,2,,1,2,1,2,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,1,1,,,2,4,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,206224775,1.23129121656741,2,50,3,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,2,1,1,2,1,,1,1,2,2,,,,,,,,,,,2,2,1,2,1,1,1,,,,,,,,1,2,2,2,1,1,,2,1,1,1,1,1,,2,2,1,,,,4,1,2,1,2,2,2,1,1,2,,1,2,,2,,1,1,2,1,2,1,,,1,1,1,2,,,1,1,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,2,,1,1,1,1,1,1,1,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,142843883,1.05443178255126,1,29,1,1,2,1,0,1,1,1,0,0,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,1,2,3,1,2,1,1,1,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,2,4,2,,,,1,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,165848496,0.482529277306745,1,30,2,4,1,2,0,1,1,1,1,0,4,4,4,4,1,1,3,1,2,,,,,,,,,,,,,,,,,,,2,1,1,4,2,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,1,1,,1,2,1,,,,2,2,4,1,1,1,2,1,1,1,,1,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,1,1,,2,1,1,,2,2,1,2,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,150921397,0.562780739518563,2,24,2,5,1,1,0,1,1,1,1,1,1,4,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,2,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,1,,2,2,1,,,,1,2,3,1,1,2,2,2,1,3,,1,1,1,1,1,1,1,2,1,2,1,,,1,2,2,1,,,2,1,,2,2,,,,,,,,1,2,1,,,1,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,1,1,,1,1,3,,1,1,1,1,1,2,1,1,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,173524328,1.02663110231314,2,44,2,4,2,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2,3,3,1,1,1,1,1,,,,,,,,,,,1,1,3,1,1,1,1,,,,,,,,1,1,1,3,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,,,,1,1,3,,1,1,1,1,1,1,1,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,4,1,1,,1,1,1,1,2,2,,2,1,,2,1,2,,2,1,1,1,2,2,2,2,,,,,,,,,
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,182778003,2.26350769268965,1,40,1,4,1,1,0,0,0,0,0,1,4,4,4,4,0,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,,1,,,,,2,2,,2,,2,2,2,2,2,,,2,3,2,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,2,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,4,2,,1,2,,2,2,2,,,,,,,,,,,,,1,1,1,2,2,1,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,177682854,0.659420246831767,1,52,1,4,1,1,1,1,1,1,0,1,4,4,4,4,1,1,2,1,2,1,1,1,1,,1,2,2,2,,,,,,,,,,,1,1,1,1,2,1,1,,,,,,,,1,1,2,1,2,2,,2,2,,2,2,2,,2,2,2,,,2,5,3,2,2,,,,1,1,1,,1,1,2,1,2,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,180068996,0.973412816325839,2,54,2,3,1,1,0,1,1,1,0,1,4,4,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,3,3,1,1,1,1,1,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,2,,2,2,2,,,2,5,2,4,2,,,,1,2,,2,2,2,,1,2,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,1,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2
2024,"Kenya","KEN","Sub-Saharan Africa (excluding high income)",34616135,184238743,0.784965008717872,2,21,2,4,2,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,3,3,1,2,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,2,3,1,2,,2,1,1,2,1,2,,2,2,2,,,,1,1,4,1,1,1,2,1,1,2,,1,2,,1,1,1,1,1,1,1,1,,,2,,,,,,,,,1,2,1,1,,,1,1,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,
